NAME,LABEL,Z
ZTF21abaxaqq,TDE,0.073
ZTF21aapvmcu,SN IIn,0.084
ZTF21abpaodi,SN Ia,0.046247
ZTF21abplgag,SN Ia,0.07521
ZTF21abnlhxs,SN II,0.013
ZTF21abnudtb,SN II,0.0264
ZTF21abnfgff,SN Ia,0.06
ZTF21abmwzxt,SN II,0.04
ZTF21abkkuja,SN Ia,0.054164
ZTF21abjbrrj,SN Ia,0.032728
ZTF21abhshmt,SN Ia-91T-like,0.055
ZTF21abhqhqb,SN II,0.051738
ZTF21abccdld,SN IIn,0.03501
ZTF21abpamxn,SN Ia,0.063
ZTF21abnvsic,SN Ia,0.072
ZTF21abienbe,SN Ia-91T-like,0.029
ZTF21abouexm,SN Ia,0.059
ZTF21abjciip,SN Ia,0.069
ZTF21abimnii,SN Ib,0.017
ZTF21ablgmxs,SN Ia,0.1
ZTF18aauvmnq,SN Ia,0.0621
ZTF21abmdnft,SN Ia,0.065
ZTF21abibhpm,SN Ia-pec,0.0842
ZTF21abiricn,SN Ib,0.09
ZTF21abmwwsq,SN Ia,0.037
ZTF21abjbukd,SN II,0.0511
ZTF21abhuqpe,SN Ia,0.034551
ZTF18abnuhuy,AGN,0.081
ZTF21abkrteb,SN Ia,0.07295
ZTF21abkquhv,SN Ib/c,0.02
ZTF21abebgfr,SN IIn,0.08545
ZTF21abkzgae,SN Ia,0.070063
ZTF21abjtqyq,SN Ia,0.097
ZTF21abghxht,SN II-pec,0.046
ZTF21aanrhag,SN IIb,0.039724
ZTF20acvfraq,AGN,0.26
ZTF21abmjivk,SN Ia,0.02566
ZTF21abjwvzu,SN Ia,0.00424299994
ZTF21abilrxd,SN Ia,0.017
ZTF21abgcgem,SN Ia,0.061
ZTF21abfjlxb,SN IIb,0.03984
ZTF20abarsvz,SN Ia,0.039
ZTF21abjciua,Other,0.06
ZTF21abidikc,SN Ia,0.03921
ZTF21abfmbix,SN Ia,0.009316
ZTF21abbwajr,SN II,0.0233
ZTF21abkggoa,SN II,0.022
ZTF21abhhrpj,SN II,0.029169499874115
ZTF21abghumo,SN IIn,0.055
ZTF21abcmtev,SN II,0.02884
ZTF21abbyhvw,SN Iax[02cx-like],0.026822
ZTF18aamfsxv,QSO,0.55
ZTF21abkqkon,SN Ia,0.0885
ZTF21aavdqgf,SLSN-I,0.159
ZTF18abmwqkr,AGN,0.092
ZTF21ablazyz,CV,-1.0
ZTF21ablqsnv,SN Ia,0.04929
ZTF21abiyyob,SN Ia,0.045
ZTF18abavruc,SN Ia,0.028
ZTF21abmksld,SN Ia,0.07
ZTF21ablwehd,SN II,0.017
ZTF21abkkwie,SN Ia,0.05728
ZTF21abklnfg,SN Ia,0.08
ZTF21abjcjmc,SN II,0.02974
ZTF21abicabp,SN Ia,0.079
ZTF21abjxbxn,SN Ia,0.085
ZTF21abjdiok,SN Ia,0.074
ZTF21abimejj,SN Ia,0.085
ZTF21abiacmi,SN Ia,0.038
ZTF21abfaohe,SN Ia,0.008733
ZTF21abcdtoi,SN Ia,0.062
ZTF21abjyiiw,SN IIb,0.00475
ZTF21abjpphz,SN Ia,0.088
ZTF21abhrmrv,SN Ia,0.04
ZTF21abkintm,SN Ia,0.074
ZTF21abjhxqg,SN Ia,0.1
ZTF21abjaksr,SN Ia,0.104
ZTF21abjvtxq,SN Ia,0.07
ZTF21abgdgoo,SN Ia,0.121
ZTF21abhkeak,SN Ia,0.065
ZTF21abaadkb,SN IIn,0.127
ZTF21abisowq,SN Ia,0.062
ZTF21abjdqbo,SN Ia,0.075
ZTF21abizxkw,SN Ia,0.091
ZTF21abhzicj,SN Ia,0.03946
ZTF21abhuoyz,SN Ia,0.0875
ZTF21abifxhe,SN Ia,0.075
ZTF21abiawpf,SN Ia,0.073
ZTF21abcmepi,SN Ia,0.089
ZTF21abhymom,SN Ia,0.08
ZTF21abjbnhh,SN Ia,0.021612
ZTF21abhtafw,SN Ia,0.023486
ZTF21abdvcaf,SN Ia,0.036
ZTF21abavqaz,SN IIP,0.189
ZTF21abdkojo,SN Ib,0.02698
ZTF21abdfdwi,SN Ia,0.08612
ZTF21abbuxfm,SN Ia,0.087
ZTF21abistmz,SN Ia,0.044
ZTF21abhtlrj,SN Ia,0.111
ZTF21abhvquj,SN Ia,0.088
ZTF21abdbymn,SN Ia,0.123
ZTF21abgywux,SN II,0.036
ZTF21abidtrd,SN Ia,0.048
ZTF18aaqydat,SN Ia,0.049797
ZTF21abcgnqn,TDE,0.047
ZTF21abiplqz,CV,-1.0
ZTF21abhzboh,SN Ia,0.051097
ZTF21abhthvj,SN Ia,0.0689
ZTF21abgywtg,SN Ia,0.112
ZTF21abgmyzw,SN Ia,0.088
ZTF21abfyxpf,SN Ia-pec,0.027
ZTF21abfoace,SN IIb,0.03
ZTF21abdthxn,SN Ia,0.099
ZTF21abduoun,SN II,0.054
ZTF21abcrhpk,SN Ia,0.0744
ZTF21abbkvrt,SN Ia,0.08
ZTF21abhthlm,SN Ia-91T-like,0.136
ZTF21abbmcqq,Other,0.0
ZTF21abglcxm,SN II,0.011258
ZTF21abcjpnm,SN II,0.03797
ZTF21abhtaiv,SN Ia,0.081
ZTF21abfiuqf,SN II,0.023646
ZTF21aaquyqa,SN IIb,0.029
ZTF18aaqnxjb,SN Ia,0.05096
ZTF21abdlrpr,SN Ia,0.065
ZTF21abdlvxh,SN Ia,0.039074
ZTF21abdniws,SN,0.1555
ZTF21abcpbqd,SN II,0.02558
ZTF21abcmzvk,SN II,0.030067
ZTF21aawgzda,SN II,0.0383
ZTF21abdlyrc,SN Ia,0.08
ZTF21abdcauj,SN Ia,0.09778
ZTF21abctmnb,SN Ia,0.045
ZTF21abcgnql,SN Ib,0.017578
ZTF21abhaqju,SN Ia,0.03
ZTF21abfnfdw,SN Ia,0.03676
ZTF21abfqisi,SN Ia,0.084
ZTF21abeeewf,SN Ia,0.07
ZTF21abgyxmv,SN II,0.025945
ZTF21abflgpq,SN Ia,0.051
ZTF21abcnkbe,SN Ia,0.046
ZTF21abephjt,SN Ia,0.03
ZTF21aazeugz,SN Ia,0.04
ZTF21abdbodg,SN Ia,0.064
ZTF21abdahai,SN II,0.04
ZTF21aaqhqke,SN IIn,0.075
ZTF21aakymbv,SN Ic,0.018
ZTF21abfjgwr,SN Ia,0.08
ZTF21abfflmp,SN Ia-91T-like,0.107
ZTF18aahbypm,SN Ia,0.066041
ZTF21abdpgua,SN Ia,0.048
ZTF21abctnoh,SN Ia,0.064468
ZTF21abahgst,SN Ia,0.1
ZTF21aaxlate,SN IIn,0.076
ZTF21aavqwhh,SN Ia,0.07
ZTF21aatgisc,SN II,0.042
ZTF21aaqzqaa,SN Ia,0.064
ZTF21aaprfqv,SN Ia,0.0094
ZTF21abgxudc,SN Ia,0.0264
ZTF21abconph,SN Ia,0.0381
ZTF21abcfgub,SN Ia,0.078
ZTF21aatklhw,SN Ia,0.06689
ZTF21aarojxa,SN Ia,0.088724
ZTF21aaqytjr,SN Ia,0.003319
ZTF21aaplnxw,SN Ia,0.08
ZTF21abehrtt,SN Ia,0.09
ZTF21abczimc,SN II,0.035955
ZTF21abahyyj,SN Ia,0.08
ZTF21aaxbgul,SN Ia,0.1
ZTF21aaqpykm,SN Ia,0.06
ZTF21abfqvjb,SN Ia,0.046826
ZTF21abexhlq,SN Ia,0.07
ZTF21abedvkp,SN Ia,0.13
ZTF21abaaipx,SN Ia,0.073
ZTF21aavhnpk,SN II,0.0285
ZTF21aagppzg,LBV,0.002
ZTF21abdonkp,SN Ia,0.07
ZTF21abdmsef,SN Ia,0.145
ZTF21abcyzzi,SN Ia,0.13
ZTF21abdgcxb,SN Ia,0.12
ZTF21aauuybx,TDE,0.153
ZTF21abfxjik,SN Ia,0.08
ZTF21abeokcr,SN Ia,0.070246
ZTF21abfxjkq,SN II,0.019937
ZTF18adbilfq,AGN,0.03502
ZTF21aazcjbh,SN Ia,0.1
ZTF21aazqkeq,SN II,0.0283
ZTF21aakvrgb,SN Ia,0.049312
ZTF21abdhetx,SN Ia,0.059
ZTF21abboibr,SN Ia,0.025
ZTF18aavvnzu,SN Ia,0.0498
ZTF21aarytbc,SN II,0.078
ZTF21aasaxdk,SN Ia,0.0875
ZTF21aanwmxn,SN II,0.045
ZTF21abdveqn,SN Ia,0.023653
ZTF21abcgufz,SN Ia,0.067
ZTF21abicckd,SN Ia,0.038
ZTF21aazlxiw,SN Ia,0.1
ZTF21aaxwnlr,SN Ia,0.023169
ZTF21aauapli,SN Ia-91T-like,0.02
ZTF21aaoexgy,SN Ia,0.057
ZTF21aazazvw,SN Ia,0.0335
ZTF21abcympb,SN Ia,0.079
ZTF21abcpazz,SN Ia,0.118
ZTF21abcahhq,SN Ia,0.138
ZTF21abcmvci,SN Ia,0.08524
ZTF21abbliav,SN Ia,0.049
ZTF21aatkhrt,SN Ia,0.128
ZTF21aassamj,SN Ia,0.056
ZTF21aasbjgq,SN Ia,0.08
ZTF21aasbxng,SN Ia,0.041
ZTF21aaqupdt,SN Ia,0.080522
ZTF21aarhnwn,SN Ia,0.049
ZTF21aaquhqr,SN II,0.023
ZTF21aaprevg,SN Ia,0.080621
ZTF21aapjmpq,SN Ia-91T-like,0.13
ZTF21aapjphz,SN II,0.02
ZTF21aapkkgx,SN Ia,0.081
ZTF21aalezap,SN Ia-pec,0.1
ZTF21aaloalc,SN Ia,0.0594
ZTF21aafmkjk,SN IIn,0.09
ZTF21aagyxhz,SN Ia,0.047
ZTF21aaekeqv,SN II,0.04
ZTF21aawjiss,SN Ia,0.13
ZTF21aavxruq,SN Ia,0.036
ZTF21abcrhbt,SN Ia,0.089
ZTF21abcxner,SN Ia,0.072
ZTF21abchdql,SN Ia,0.083
ZTF21aauzzny,SN Ia,0.072
ZTF21aaujakt,SN Ia,0.0818
ZTF21aasctwo,SN Ia,0.066
ZTF21aaqzkhx,SN Ia,0.050822
ZTF21abcmjdy,SN Ia,0.095
ZTF21abcnpnk,SN Ia,0.099
ZTF21abcmcuq,SN Ia,0.092
ZTF21abdpios,SN Ia,0.06381
ZTF21abczjhy,SN Ia,0.064524
ZTF21abbzcxe,SN Ia,0.055
ZTF21abbwbja,SN Ia,0.05
ZTF21abbkglo,SN Ia,0.03812
ZTF21abalnud,SN Ia,0.0968
ZTF21aazybsh,SN II,0.04294
ZTF21aayrbnn,SN Ia,0.09
ZTF21aarjehy,SN II,0.04
ZTF21aaqztcg,SN Ia,0.057
ZTF21aaqmoof,SN II,0.038
ZTF21aamwvhr,SN II,0.04
ZTF21aagtqgq,SN Ia,0.110153
ZTF21abcouxj,SN Ia,0.06218
ZTF21abcmlzt,SN Ia,0.083
ZTF21abcimwb,SN Ia,0.07
ZTF21abbkefe,SN Ia,0.041542
ZTF21aaylweu,SN Ia,0.052
ZTF21aaxubqf,SN Ia,0.073698
ZTF21aaxksct,SN Ia,0.1
ZTF21aafdvxz,SN II,0.05
ZTF21abchjer,SN Ic-BL,0.024617
ZTF21abcgrcj,SN Ia,0.055
ZTF21abbytmm,SN Ia,0.054
ZTF18aawgrxz,SN II,0.0267
ZTF21aayddkn,SN Ib,0.052068
ZTF18aansqov,SN Ia,0.07
ZTF21abbodnh,SN Ia,0.085
ZTF21abcgxwy,SN Ia,0.05358
ZTF21abcgaln,SN Ic,0.00965
ZTF21abbzjeq,SN Ia,0.043
ZTF21abbgkgc,SN Ia,0.083
ZTF21abccplz,SN Ia,0.082
ZTF21abbzqvv,SN Ia,0.076
ZTF21aayqrgx,SN Ib,0.033
ZTF21aaygmrl,SN IIn,0.025
ZTF21aaxtije,SN IIn,0.051
ZTF21aawxqia,SN Ia,0.032588
ZTF21aazsgyr,SN Ia,0.052
ZTF21aazcgof,SN II,0.027
ZTF21aayyxum,SN Ia,0.064376
ZTF21aavotzn,SN Iax[02cx-like],0.04
ZTF21aarnjyd,SN Ib,0.022
ZTF21aapfime,SN Ia,0.06885
ZTF21aahptim,SN Ia,0.090356
ZTF21abbodsc,SN Ia-91T-like,0.1
ZTF21aaxvnjy,SN Ia,0.073
ZTF21aaxxmvs,SN IIb,0.053
ZTF21aatwkkt,SN Ibn,0.0712
ZTF21aatpsky,SN II,0.031
ZTF21aatkdcw,SN Ia,0.090764
ZTF21aalodzw,SN II,0.056
ZTF21aaxkckg,SN Ia,0.063
ZTF21abaputv,SN Ia,0.07
ZTF21aaydxoo,SN IIn,0.021759
ZTF21aasyzkt,SN Ia,0.062
ZTF21abbjybk,SN Ia,0.08
ZTF20acgyjbh,SN II,0.08
ZTF21abaakwd,SN Ia,0.040978
ZTF21aazvrjy,SN Ia,0.0559
ZTF21aazwtoz,SN Ia,0.04
ZTF21aaydwzt,SN Ia,-1.0
ZTF21aaxtjvm,SN Ia,0.107
ZTF21aaxstzy,SN Ia,0.069
ZTF21aawzsew,SN Ia,0.04931
ZTF21aaweqit,SN II,0.06
ZTF21aavuprl,SN Ia,0.09
ZTF21aarybxo,SN Ia,0.1
ZTF21aaqwjlz,SN Ia,0.035
ZTF21aaquiwu,SN Ia,0.04052
ZTF21aaqprjz,SN Ia,0.08
ZTF21aaprfkc,SN Ia,0.056
ZTF21aaqgrrf,SN Ia,0.082
ZTF21aajvukh,SN II,0.055
ZTF21abahiow,SN Ib,0.03
ZTF21aazqtor,SN Ia,0.0954
ZTF21aazfkyj,SN Ia,0.062
ZTF21aayquba,SN Ia,0.09
ZTF21aayqycm,SN Ia,0.09
ZTF21aaydbtk,SN Ia,0.057679
ZTF21aaxhzru,SN Ia,0.07
ZTF18actytgu,SN Ia,0.019
ZTF21abaevgu,SN Ia,0.069675
ZTF21aaxsnvk,SN Ia,0.034477
ZTF21aawiwqh,SN Ia,0.063
ZTF21abbomrf,SN II,0.01521
ZTF21aazsylk,SN Ia,0.052
ZTF21abasxdp,SN Ia,0.07
ZTF21aapyiku,SN Ia,0.019685
ZTF21abaphri,SN Ia,0.06
ZTF21abameyr,SN Ia,0.05975
ZTF21aayqdwk,SN Ia,0.06
ZTF21aazfmxb,SN Ia,0.053
ZTF21aaxzczy,SN Ia,0.06
ZTF21aaxxihx,SN Ic-BL,0.06
ZTF21aaxuywf,SN Ia,0.020538
ZTF21aaxwpyv,SLSN-I,0.115
ZTF21aaxtzzj,SN II,0.028551
ZTF21aawxdbc,SN Ia,0.1
ZTF21aaxgwtb,SN Ia,0.04423
ZTF21abbuylk,SN Ia,0.087
ZTF21aawtewf,SN Ia,0.103
ZTF21aaqldsj,SN II,0.0316
ZTF21aaherjf,SLSN-I,0.44
ZTF21aaxxoei,SN II,0.035126
ZTF21aawogdl,SN Ib,0.031275
ZTF18acsremz,SN Ia,0.025136
ZTF21aapqzxr,SN Ia,0.1035
ZTF21abbaerh,SN Ia,0.03426
ZTF21aarguvb,SN Ia,0.055
ZTF21aaxzkfe,SN Ia,0.08
ZTF21aayggyo,SN Ia,0.09
ZTF21aatwkkg,SN IIn,0.113
ZTF21aazieut,SN Ia,0.021958
ZTF21aaynlsf,SN Ia,0.1
ZTF21aaxxjen,SN Ia,0.097
ZTF21aapvsxv,SN Ia,0.03206
ZTF21aakjhcb,SN Ia,0.042
ZTF21aaxsuik,SN Ia,0.12
ZTF21aawlwoy,SN Ia,0.05032
ZTF21aarigsr,SN Ia,0.059
ZTF21aaowaxx,SN IIn,0.068
ZTF21aayonfd,SN Ic,0.112
ZTF21aakupth,SN IIn,0.023
ZTF21aaxzbrn,SN Ia,0.07
ZTF21aaygmiu,SN Ia,0.08
ZTF21aawmtug,SN II,-1.0
ZTF21aavuqzr,SN IIn,0.1013
ZTF21aaukcog,SN II,0.04
ZTF21aapjmda,SN Ia-91bg-like,0.026949
ZTF21aaxyecd,SN Ia,0.061249
ZTF21aaxtdrs,SN Ia,0.07692
ZTF21aaxtrlt,SN Ia-91T-like,0.08
ZTF21aaxlbad,SN Ia,0.09
ZTF21aavodst,SN Ia,0.018926
ZTF21aavqphe,SN Ia,0.021
ZTF21aaswtok,SN Ia,0.041
ZTF21aalimya,SN IIb,0.055
ZTF21aafkwtk,SN II,0.026898
ZTF21aaublej,SN Ia,0.041
ZTF21aarasvn,SN II,0.017
ZTF21aaxycms,SN Ia,0.08
ZTF21aaxtctv,SN Ic,0.01356
ZTF21aauvmck,SN Ibn,0.038
ZTF21aatdzmt,SN Ia,0.076
ZTF21aamgcrv,SN Ia,0.033416
ZTF21aaxzdxd,SN Ia,0.08
ZTF21aaxylga,SN Ia,0.0338979997
ZTF21aaydfro,SN Ia,0.09
ZTF21aaxwytv,SN Ia,0.0313620009
ZTF21aaxtsqe,SN Ia,0.068
ZTF21aavodtn,SN Ia,0.1
ZTF20abtcijp,SN Ia,0.07
ZTF21aaxsofj,SN Ia,0.12
ZTF21aaxgzln,SN Ia,0.02758
ZTF21aaxwcgj,SN Ia,0.032811
ZTF21aavoete,SN Ia,0.09
ZTF21aavozbk,SN Ia,0.072
ZTF21aavhlry,SN Ia,0.038
ZTF21aawihwx,SN Ia-91bg-like,0.044
ZTF21aaunadg,SN Ia,0.02
ZTF18aatjfoe,SN Ia,0.081
ZTF21aasafkl,SN Ia,0.075382
ZTF21aarejnt,SN Ia,0.061
ZTF21aaqjmps,SN II,0.0246
ZTF21aabyifm,SN Ib/c,0.024
ZTF21aaqhhfu,SN Ib,0.006211
ZTF21aapjqdl,SN Ia,0.08
ZTF20acztnts,SN Ia,0.068197
ZTF21aawyyha,SN Ia,0.056
ZTF21aawqpuf,SN Ia,0.1
ZTF21aavbrwr,SN Ia,0.11
ZTF21aartgiv,SN Ic-BL,0.0461
ZTF21aaqizwm,SN Ia,0.06
ZTF21aavoqpl,SN II,0.023393
ZTF21aaqyuun,SN II,0.02
ZTF21aatyplr,SN Ia,0.008382
ZTF21aasfseg,SN II,0.044
ZTF21aanzcuj,SN II,0.024
ZTF21aagsypp,SN Ia,0.0182
ZTF21aasyydo,SN Ia,0.061012
ZTF21aarrplo,SN Ia,0.046248
ZTF21aaradzm,SN IIn,0.03
ZTF21aaphlty,SN Ia,0.04887
ZTF19abvzwlq,SN Ia,0.065
ZTF21aavhsdw,SN Ia,0.061
ZTF21aatnxwt,SN Ia-91T-like,0.11
ZTF21aatlesr,SN Ia,0.036912
ZTF21aarwlht,SN Ia,0.08449
ZTF21aarcobt,SN IIn,0.054
ZTF21aapehpx,SN Ia,0.034
ZTF21aaipypa,SN II,0.026
ZTF21aaufvpg,SN Ia,0.03
ZTF21aarqkes,SN Ia,0.009346
ZTF21aaqqwln,SN Ia,0.058
ZTF21aaqftpz,SN Ia,0.025
ZTF21aaossxf,SN Ia,0.056
ZTF21aaoqbbw,SN IIn,0.050162
ZTF21aagpymw,SLSN-I,0.098
ZTF21aatwlhj,SN Ia,0.1
ZTF21aardybv,SN Ia,0.065
ZTF21aaqldsk,SN Ic,0.0364019983
ZTF21aaikpnj,SN Ia,0.06195
ZTF21aawckpe,SN Ia,0.047
ZTF21aaufthj,SN Ia,0.054
ZTF21aaufwyh,SN Ib,0.028
ZTF21aatvcdl,SN Ia,0.05
ZTF21aasufxv,SN Ia,0.04434
ZTF20abvdtgl,SN Ia,0.092
ZTF21aarycyl,SN Ia-91T-like,0.104
ZTF21aaraqpr,SN Ia,0.0804
ZTF21aamucom,SN Ia-91T-like,0.025
ZTF20abjbgjj,SN II,0.074
ZTF19abuvqgw,SN Ibn,0.087
ZTF21aatsafx,SN Ia,0.059
ZTF21aaskyvp,SN Ia,0.1
ZTF21aarmjai,SN Ia,0.1
ZTF21aaqyetj,SN Ia,0.05369
ZTF21aaokvio,SLSN-II,0.14
ZTF21aatvqcl,SN II,0.029
ZTF21aatjavc,SN Ia,0.053944
ZTF21aasbkrl,SN Ia,0.09
ZTF21aareexg,SN Ia,0.105
ZTF21aapowty,SN Ia,0.046217
ZTF21aalydkl,SN Ia,0.056
ZTF21aalhgqi,SN I,0.086
ZTF21aakvroo,SN IIP,0.031681
ZTF21aauamtx,SN Ia,0.09
ZTF21aatlbsi,SN Ia,0.07
ZTF21aaswvyc,SN Ia,0.07
ZTF21aarlqgt,SN II,0.067
ZTF20acqntkr,SN Ia,0.015661
ZTF21aaupkow,SN Ia,0.04
ZTF21aasgffc,SN Ia,0.07
ZTF21aapzgtu,SN Ia,0.07
ZTF21aapfdqw,SN II,0.032
ZTF21aaiaeri,SN II,0.043
ZTF21aasuazz,SN Ia,0.055735
ZTF21aaqftuq,SN Ia-91T-like,0.012128969342354
ZTF21aapjmgf,SN II,0.054
ZTF21aapdulz,SN II,0.0434
ZTF21aakjkec,SLSN-I,0.16
ZTF21aanortq,SN Ia-pec,0.04
ZTF18aavdwmh,SN Ia,0.073
ZTF21aalkltz,SN Ibn,0.102
ZTF21aajgdeu,SN IIP,0.027929
ZTF21aaigdly,SN II,0.03969
ZTF21aaaovua,SN Ia,0.097
ZTF20acqikeh,SN Ia-CSM,0.093
ZTF21aaeoitd,TDE,0.126
ZTF21aastazz,SN Ia,0.053
ZTF21aappdnv,SLSN-I,0.213
ZTF21aamokak,SN Ia,0.012
ZTF21aagnqnz,SN IIn,0.0339
ZTF21aaetnfe,SN Ia,0.04
ZTF21aaskwgm,SN Ia,0.044
ZTF21aapzzgf,SN Ia,0.06939
ZTF21aaprddk,SN Ia,0.053
ZTF21aanwbhk,SN Ia,0.08
ZTF21aaomuka,SN Ia,0.07
ZTF21aamgrtx,SN Ia,0.0444
ZTF21aaizyqc,SN II,0.070265
ZTF18abxdquf,CV,-1.0
ZTF21aarerya,SN Ia,0.13
ZTF18aansqom,SN Ia,0.03
ZTF21aamfcji,SN Ia,0.046105
ZTF21aalnxkl,SN Ia,0.087
ZTF21aapdxxs,SN II,0.04106478941915
ZTF21aapffqd,SN II,0.052896
ZTF21aaqvmix,SN Ia,0.034
ZTF21aagrbpi,SN Ia,0.067
ZTF21aaaubig,SN Ic,0.009346
ZTF21aahdqrg,SN Ic,0.022015
ZTF21aarmkuj,SN Ia,0.058
ZTF21aaqzrat,Varstar,-1.0
ZTF21aaqvuyf,SN Ia,0.053
ZTF21aaqqlfw,SN Ia,0.09
ZTF21aapdphm,SN Ia,0.020141
ZTF21aarjczf,SN Ia,0.06
ZTF21aarcldd,SN Ia,0.084
ZTF21aaqsprr,SN Ia,0.07
ZTF21aapdumx,SN Ibn,0.052
ZTF18aatezaj,SN Ia,0.03419
ZTF21aaphzsw,SN Ia,0.08
ZTF21aapdmnr,SN Ia,0.055612
ZTF21aagtcgb,SN Ia,0.0375
ZTF21aaoqvzv,SN Ia,0.057
ZTF21aaplooj,SN Ia,0.052228
ZTF21aapnlfx,SN Ia,0.09
ZTF21aapjcqb,SN Ia,0.07
ZTF21aajtszm,SN Ia,0.06
ZTF21aaifyvi,SN Ia,0.053072
ZTF21aaqujke,SN Ia,0.0657
ZTF21aapvxnf,SN Ia-91T-like,0.085
ZTF21aaoexjt,SN Ia,0.11
ZTF21aaqdxzv,SN Ia,0.07036
ZTF21aaoqcnh,SN Ia,0.04
ZTF21aanuyro,SN Ia,0.07
ZTF21aakijia,SN Ia,0.05
ZTF21aacufip,SN Ic,0.045
ZTF21aaobcrz,SN Ia,0.06
ZTF21aaptouk,SN Ia,0.095
ZTF21aalxurx,SN II,0.027
ZTF21aaaokyp,TDE,0.19
ZTF20acyroke,SN Ia,0.126
ZTF21aaplnef,SN Ia,0.075
ZTF21aanswls,SN Ia,0.025
ZTF21aagtekf,SN II,0.073914
ZTF21aaqafcf,SN Ia,0.043
ZTF21aapegtd,SN II,0.0420950018
ZTF21aaphvyi,SN Ia,0.081438
ZTF21aantsla,SN II,0.020738
ZTF21aagtuzm,SN Ia,0.042
ZTF21aapomdb,SN Ia,0.07
ZTF21aaodljj,SN Ia,0.053
ZTF21aapkvrd,SN Ia,0.047
ZTF20aarvpbq,SN Ia,0.080611
ZTF21aaoghxv,SN Ia,0.0801
ZTF18aaizgoq,SN Ia,0.07
ZTF21aappktx,SN Ia,0.07
ZTF21aapkfjx,SN Ia,0.035
ZTF21aaqecpl,SN Ia,0.029
ZTF21aapduck,SN Ia,0.058
ZTF21aapliyn,SN II,0.028057
ZTF21aaovdlh,SN Ia,0.056
ZTF21aaocibg,SN Ia,0.071
ZTF21aakilyd,SN Icn,0.083
ZTF21aahvuvi,SN Ia,0.078297
ZTF21aafnabs,SN Ia,0.087762
ZTF20acveadu,SN II,0.01889
ZTF21aapecxb,SN Ic-BL,0.05
ZTF21aaobkmg,SN II,0.015471
ZTF21aanyyde,SN Ia,0.06
ZTF21aannoix,SN Ic,0.026
ZTF20acjeflr,SN I,0.032
ZTF21aaopqqk,SN Ia,0.0705
ZTF21aapkhsc,SN Ia,0.04
ZTF20acvezdt,SN II,0.0289169997
ZTF21aamttit,SN Ia,0.040571
ZTF21aagsgit,SN Ia,0.09
ZTF21aagxmfv,SN Ia-91T-like,0.066
ZTF21aahccrk,SN Ia,0.097932
ZTF21aagrjag,SN Ia,0.078866
ZTF21aagnvvk,SN Ia-91T-like,0.13
ZTF21aagmogi,SN Ia,0.101
ZTF21aaeoxfd,SN Ia,0.08
ZTF21aabxztv,SN Ia,0.094728
ZTF21aadezmh,SN Ia,0.0621
ZTF21aacudxe,SN Ia,0.087
ZTF21aaaawur,SN Ia,0.06
ZTF21aaabxln,SN Ia,0.08
ZTF20acyybvq,SN Ia,0.078
ZTF20acuowxj,SN Ia,0.065
ZTF20acrufey,SN Ia,0.06
ZTF21aamsiqk,SN Ia,0.01
ZTF21aamiukc,SN Ia,0.078
ZTF21aagnzjy,SN II,0.015
ZTF20acounxo,SN IIn,0.019153
ZTF21aamhtui,SN Ia,0.04
ZTF21aalgqsv,SN Ia,0.079358
ZTF21aaflcai,SN Ia,0.069
ZTF21aaljjvt,SN Ia,0.08
ZTF21aalgszc,SN Ia,0.054224
ZTF21aalenaa,SN Ia,0.097049
ZTF21aagpbkj,SN Ia-91T-like,0.087
ZTF21aagbeah,SN II,0.04
ZTF20acyxrez,SN Ia,0.0917
ZTF20acndwyv,SN II,0.09
ZTF21aamzuxi,SN II,0.034
ZTF21aaocrlm,SN Ic-BL,0.0385
ZTF21aalofsw,SN Ia,0.06
ZTF21aamjgfp,SN Ia,0.065589
ZTF21aamobbh,SN Ibn,0.057
ZTF21aagogqe,SN Ia,0.069
ZTF21aagtill,SN Ia,0.1211
ZTF21aaejeyu,SN Ia,0.026
ZTF20acyrhbo,SN Ia,0.027
ZTF20actvfgr,SN Ia,0.088376
ZTF21aanrvcq,SN Ia-91T-like,0.068
ZTF21aagocor,SN Ia,0.06
ZTF21aagteny,SN Ia,0.085
ZTF21aabkyvc,SN II,0.074
ZTF20acwuiuo,SN I,0.108
ZTF20acusneh,SN Ia,0.054
ZTF20acowata,SN Ia,0.08
ZTF21aalnhby,SN Ia,0.064
ZTF21aaflzqy,SN Ia,0.05
ZTF20actkulc,SN IIn,0.0757
ZTF21aanyfqu,SN Ia,0.067158
ZTF21aanwfjk,SN Ia,0.065078
ZTF21aajaljq,SN Ia,0.06
ZTF21aakbgpf,SN Ia,0.05
ZTF18aatgdph,SN Ia,0.035896
ZTF21aagtceu,SN Ia,0.044665
ZTF20acyydkh,TDE,0.133
ZTF21aalxurs,SN Ia,0.079359
ZTF21aaczpca,SN Ia,0.035
ZTF21aamwzfi,SN Ia,0.1
ZTF21aalekwo,SN Ia,0.07
ZTF21aahfjlo,SN Ia,0.039
ZTF21aajdbhw,SN Ia,0.04
ZTF21aajvtsq,SN Ia,0.107023
ZTF21aagtqgz,SN Ia-91T-like,0.06232
ZTF20acwnrty,SN Ia-91T-like,0.065
ZTF20acvjagm,SN II,0.014
ZTF21aanehlz,CV,-1.0
ZTF21aamkxbl,SN Ia,0.057153
ZTF21aaluoym,SN Ia,0.0664
ZTF18abdqwzs,SN,0.0504
ZTF21aagojfe,SN Ia,0.026872
